opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP00511922,,ACC000625,Deal 511922,Qualification,848683.93,15.0,2024-12-26,2024-01-31,Web,Existing Customer - Replacement,5255
OPP00461988,,ACC000103,Deal 461988,Qualification,893153.16,15.0,2025-11-11,2024-12-21,Purchased List,Existing Customer - Upgrade,17103
OPP00556369,,ACC000872,Deal 556369,Prospecting,167246.29,20.0,2023-11-30,2023-08-28,Other,Existing Customer - Upgrade,16667
OPP00317800,,ACC000794,Deal 317800,Qualification,741040.61,15.0,2024-06-03,2023-06-15,Partner Referral,Existing Customer - Downgrade,1088
OPP00864724,,ACC000931,Deal 864724,Perception Analysis,525293.74,8.0,2024-10-22,2024-07-31,Partner Referral,Existing Customer - Downgrade,11530
OPP01024839,,ACC000616,Deal 1024839,Proposal/Price Quote,188264.59,12.0,2023-08-06,2023-04-16,Partner Referral,Existing Customer - Downgrade,6896
OPP00598771,,ACC000143,Deal 598771,Needs Analysis,84381.47,12.0,2024-11-03,2024-02-17,Other,Existing Customer - Upgrade,19731
OPP00296986,,ACC000913,Deal 296986,Prospecting,585313.98,20.0,2024-02-22,2023-07-09,Partner Referral,Existing Customer - Downgrade,11948
OPP01028291,,ACC000544,Deal 1028291,Closed Lost,220308.8,5.0,2025-01-05,2024-03-03,Phone Inquiry,Existing Customer - Upgrade,17948
OPP00801012,,ACC000655,Deal 801012,Proposal/Price Quote,320058.9,12.0,2024-04-06,2023-12-16,Web,Existing Customer - Upgrade,10708
OPP00762955,,ACC000592,Deal 762955,Value Proposition,664538.94,10.0,2024-08-07,2023-08-10,Web,Existing Customer - Downgrade,7427
OPP00972358,,ACC000873,Deal 972358,Prospecting,414507.67,20.0,2025-09-08,2024-12-17,Web,Existing Customer - Upgrade,1793
OPP00490148,,ACC000932,Deal 490148,Prospecting,586415.05,20.0,2024-03-18,2023-10-16,Phone Inquiry,Existing Customer - Replacement,1708
OPP00394071,,ACC000366,Deal 394071,Value Proposition,81932.11,10.0,2025-01-01,2024-10-30,Purchased List,Existing Customer - Downgrade,21017
OPP00585996,,ACC000504,Deal 585996,Value Proposition,600020.42,10.0,2024-04-03,2023-05-24,Purchased List,Existing Customer - Downgrade,10512
OPP00744178,,ACC000687,Deal 744178,Closed Lost,360734.14,5.0,2024-07-29,2024-02-13,Phone Inquiry,Existing Customer - Upgrade,6021
OPP00876077,,ACC000663,Deal 876077,Negotiation/Review,534081.71,10.0,2023-07-12,2023-01-21,Phone Inquiry,Existing Customer - Upgrade,7265
OPP00665280,,ACC000204,Deal 665280,Value Proposition,457508.93,10.0,2023-08-25,2023-07-05,Web,Existing Customer - Replacement,12961
OPP00535469,,ACC000887,Deal 535469,Needs Analysis,664860.65,12.0,2024-03-08,2023-03-19,Phone Inquiry,Existing Customer - Downgrade,10563
OPP00388800,,ACC000120,Deal 388800,Value Proposition,272649.85,10.0,2024-07-19,2023-09-27,Other,Existing Customer - Downgrade,4460
OPP01057519,,ACC000471,Deal 1057519,Negotiation/Review,608521.7,10.0,2024-02-06,2023-07-07,Partner Referral,New Customer,51
OPP00891990,,ACC000898,Deal 891990,Prospecting,537563.88,20.0,2024-07-12,2024-05-21,Phone Inquiry,New Customer,13129
OPP00457221,,ACC000324,Deal 457221,Needs Analysis,611563.13,12.0,2023-09-10,2023-07-06,Phone Inquiry,Existing Customer - Replacement,3279
OPP00808486,,ACC000367,Deal 808486,Closed Lost,395239.87,5.0,2025-05-27,2024-10-03,Purchased List,Existing Customer - Replacement,20589
OPP00417224,,ACC000079,Deal 417224,Value Proposition,529004.26,10.0,2024-05-22,2023-07-26,Purchased List,Existing Customer - Downgrade,5007
OPP00642270,,ACC000600,Deal 642270,Prospecting,588041.46,20.0,2024-06-14,2024-02-01,Other,Existing Customer - Replacement,10281
OPP00899265,,ACC000212,Deal 899265,Qualification,61793.96,15.0,2023-07-01,2023-05-26,Purchased List,Existing Customer - Downgrade,9435
OPP00908560,,ACC000188,Deal 908560,Prospecting,405608.72,20.0,2024-05-31,2023-10-19,Partner Referral,New Customer,2695
OPP00846849,,ACC000219,Deal 846849,Perception Analysis,317670.2,8.0,2024-10-28,2024-06-15,Partner Referral,Existing Customer - Downgrade,3632
OPP00412378,,ACC000907,Deal 412378,Needs Analysis,201617.11,12.0,2025-02-06,2024-12-21,Partner Referral,Existing Customer - Upgrade,10344
OPP00319698,,ACC000750,Deal 319698,Prospecting,488540.27,20.0,2024-05-23,2023-06-14,Partner Referral,Existing Customer - Replacement,4090
OPP00490764,,ACC000940,Deal 490764,Prospecting,851202.01,20.0,2024-12-11,2024-07-20,Partner Referral,New Customer,16921
OPP00718771,,ACC000732,Deal 718771,Needs Analysis,496296.42,12.0,2024-05-20,2023-06-18,Phone Inquiry,Existing Customer - Downgrade,11692
OPP00794908,,ACC000461,Deal 794908,Qualification,343813.86,15.0,2024-10-30,2024-09-19,Purchased List,Existing Customer - Upgrade,25153
OPP01044463,,ACC000754,Deal 1044463,Negotiation/Review,608499.66,10.0,2025-07-03,2024-09-25,Partner Referral,Existing Customer - Upgrade,27218
OPP00550152,,ACC000838,Deal 550152,Perception Analysis,595819.53,8.0,2024-04-11,2024-01-22,Partner Referral,Existing Customer - Downgrade,4263
OPP00648422,,ACC000458,Deal 648422,Value Proposition,609545.6,10.0,2024-11-06,2023-12-16,Phone Inquiry,Existing Customer - Upgrade,19993
OPP00504507,,ACC000629,Deal 504507,Prospecting,591695.08,20.0,2025-02-16,2024-10-30,Web,Existing Customer - Downgrade,22471
OPP00776247,,ACC000162,Deal 776247,Prospecting,830489.01,20.0,2025-05-09,2024-07-01,Web,Existing Customer - Upgrade,13446
OPP01010252,,ACC000551,Deal 1010252,Prospecting,384898.59,20.0,2024-12-20,2024-02-26,Phone Inquiry,Existing Customer - Upgrade,10467
OPP00460233,,ACC000847,Deal 460233,Prospecting,193480.91,20.0,2024-10-05,2024-03-20,Web,New Customer,14795
OPP00580655,,ACC000903,Deal 580655,Closed Lost,409382.43,5.0,2024-10-23,2024-09-10,Other,Existing Customer - Downgrade,15676
OPP00543585,,ACC000831,Deal 543585,Perception Analysis,348150.29,8.0,2023-08-31,2023-05-22,Phone Inquiry,New Customer,12101
OPP00849542,,ACC000814,Deal 849542,Qualification,824525.38,15.0,2023-10-06,2023-03-08,Other,New Customer,2188
OPP01102750,,ACC000411,Deal 1102750,Needs Analysis,608319.51,12.0,2025-04-14,2024-06-19,Partner Referral,Existing Customer - Downgrade,8542
OPP00577462,,ACC000419,Deal 577462,Id. Decision Makers,117474.7,8.0,2024-01-08,2023-08-24,Partner Referral,New Customer,5685
OPP00876691,,ACC000342,Deal 876691,Id. Decision Makers,222481.45,8.0,2025-02-05,2024-11-19,Web,New Customer,22527
OPP00715621,,ACC000961,Deal 715621,Id. Decision Makers,155392.76,8.0,2025-04-12,2024-05-17,Phone Inquiry,Existing Customer - Downgrade,19433
OPP00910820,,ACC000297,Deal 910820,Qualification,734757.34,15.0,2024-09-03,2024-05-25,Phone Inquiry,Existing Customer - Downgrade,10735
OPP00849225,,ACC000786,Deal 849225,Perception Analysis,158747.51,8.0,2024-08-01,2024-01-03,Phone Inquiry,Existing Customer - Upgrade,9234
OPP00409407,,ACC000999,Deal 409407,Proposal/Price Quote,246139.12,12.0,2024-07-11,2024-02-11,Web,New Customer,6510
OPP00281647,,ACC000597,Deal 281647,Prospecting,717477.71,20.0,2024-09-28,2024-07-20,Phone Inquiry,New Customer,2766
OPP00927644,,ACC000130,Deal 927644,Qualification,873789.55,15.0,2023-07-30,2023-05-24,Web,New Customer,6792
OPP00696185,,ACC000228,Deal 696185,Prospecting,561175.98,20.0,2023-08-18,2023-02-09,Web,Existing Customer - Downgrade,6023
OPP01057705,,ACC000782,Deal 1057705,Qualification,305904.31,15.0,2025-04-27,2024-11-05,Purchased List,New Customer,5961
OPP00516455,,ACC000270,Deal 516455,Negotiation/Review,222971.47,10.0,2023-12-15,2023-05-14,Purchased List,Existing Customer - Downgrade,6448
OPP00361085,,ACC000085,Deal 361085,Negotiation/Review,269044.21,10.0,2025-07-16,2024-08-03,Purchased List,Existing Customer - Downgrade,12365
OPP00376422,,ACC000983,Deal 376422,Qualification,688760.79,15.0,2024-06-29,2023-10-21,Phone Inquiry,Existing Customer - Downgrade,7356
OPP00701763,,ACC000270,Deal 701763,Prospecting,606473.17,20.0,2024-03-13,2023-04-09,Purchased List,New Customer,340
OPP01045074,,ACC000252,Deal 1045074,Prospecting,720078.13,20.0,2024-03-07,2023-07-26,Partner Referral,Existing Customer - Replacement,377
OPP00662574,,ACC000110,Deal 662574,Id. Decision Makers,730238.24,8.0,2025-01-06,2024-06-11,Partner Referral,New Customer,18302
OPP00606770,,ACC000632,Deal 606770,Prospecting,551411.87,20.0,2023-07-06,2023-04-24,Other,Existing Customer - Replacement,10603
OPP00983836,,ACC000650,Deal 983836,Id. Decision Makers,267120.67,8.0,2024-07-09,2024-05-17,Other,New Customer,20055
OPP00707280,,ACC000017,Deal 707280,Needs Analysis,723028.52,12.0,2024-07-13,2024-06-04,Other,Existing Customer - Upgrade,20534
OPP00800358,,ACC000271,Deal 800358,Qualification,532929.3,15.0,2025-03-28,2024-12-10,Other,Existing Customer - Upgrade,7495
OPP00706240,,ACC000224,Deal 706240,Needs Analysis,128834.78,12.0,2023-10-22,2023-04-23,Purchased List,New Customer,1458
OPP00621910,,ACC000192,Deal 621910,Value Proposition,632191.02,10.0,2025-03-18,2024-10-02,Partner Referral,New Customer,15153
OPP01080214,,ACC000392,Deal 1080214,Perception Analysis,637532.0,8.0,2023-12-09,2023-02-10,Web,Existing Customer - Replacement,3249
OPP00787474,,ACC000716,Deal 787474,Qualification,140645.95,15.0,2025-05-11,2024-05-20,Purchased List,Existing Customer - Replacement,8579
OPP00485974,,ACC000028,Deal 485974,Qualification,63695.24,15.0,2024-05-02,2024-01-17,Purchased List,Existing Customer - Upgrade,5530
OPP00679096,,ACC000201,Deal 679096,Perception Analysis,369255.83,8.0,2024-12-12,2024-05-25,Phone Inquiry,New Customer,1632
OPP00655790,,ACC000288,Deal 655790,Proposal/Price Quote,489989.61,12.0,2023-10-07,2023-05-06,Purchased List,Existing Customer - Downgrade,6571
OPP00781565,,ACC000749,Deal 781565,Qualification,674793.43,15.0,2025-08-12,2024-11-26,Web,New Customer,20251
OPP00628350,,ACC000700,Deal 628350,Negotiation/Review,115120.31,10.0,2023-08-23,2023-05-20,Partner Referral,New Customer,7028
OPP00312786,,ACC000346,Deal 312786,Proposal/Price Quote,241544.44,12.0,2023-09-12,2023-06-12,Partner Referral,Existing Customer - Downgrade,9837
OPP00368986,,ACC000098,Deal 368986,Closed Lost,8512.44,5.0,2025-12-19,2024-12-28,Phone Inquiry,Existing Customer - Replacement,17050
OPP00364984,,ACC000966,Deal 364984,Id. Decision Makers,397371.95,8.0,2023-07-21,2023-04-01,Partner Referral,Existing Customer - Replacement,2446
OPP01029165,,ACC000435,Deal 1029165,Needs Analysis,463482.18,12.0,2025-09-21,2024-11-07,Other,Existing Customer - Downgrade,2919
OPP00530544,,ACC000348,Deal 530544,Value Proposition,254212.74,10.0,2025-01-08,2024-01-15,Purchased List,Existing Customer - Replacement,12057
OPP00580060,,ACC000207,Deal 580060,Proposal/Price Quote,729693.42,12.0,2024-12-02,2024-09-03,Web,New Customer,5575
OPP00900429,,ACC000690,Deal 900429,Prospecting,924648.0,20.0,2023-11-06,2023-01-13,Purchased List,New Customer,1923
OPP01045276,,ACC000369,Deal 1045276,Id. Decision Makers,160382.26,8.0,2024-11-27,2024-07-06,Other,Existing Customer - Replacement,463
OPP00293770,,ACC000554,Deal 293770,Proposal/Price Quote,89056.61,12.0,2024-06-07,2023-11-27,Purchased List,Existing Customer - Downgrade,17231
OPP01044988,,ACC000680,Deal 1044988,Prospecting,450513.09,20.0,2024-08-20,2023-10-16,Web,Existing Customer - Replacement,14260
OPP00590713,,ACC000534,Deal 590713,Qualification,238739.26,15.0,2024-05-11,2023-10-23,Partner Referral,Existing Customer - Downgrade,14868
OPP00606947,,ACC000124,Deal 606947,Value Proposition,631860.24,10.0,2025-03-02,2024-11-06,Purchased List,Existing Customer - Downgrade,27108
OPP00838460,,ACC000665,Deal 838460,Qualification,152502.21,15.0,2023-09-12,2023-02-05,Other,Existing Customer - Replacement,8097
OPP00845429,,ACC000890,Deal 845429,Value Proposition,102572.0,10.0,2024-06-22,2024-02-03,Purchased List,Existing Customer - Replacement,3884
OPP00538811,,ACC000424,Deal 538811,Proposal/Price Quote,422699.01,12.0,2023-06-17,2023-03-17,Partner Referral,Existing Customer - Replacement,3678
OPP00625565,,ACC000969,Deal 625565,Negotiation/Review,352279.32,10.0,2025-01-29,2024-03-01,Web,Existing Customer - Upgrade,6657
OPP01035035,,ACC000214,Deal 1035035,Qualification,412628.23,15.0,2025-03-19,2024-09-26,Partner Referral,Existing Customer - Replacement,6244
OPP00650943,,ACC000120,Deal 650943,Negotiation/Review,401141.7,10.0,2023-11-17,2023-08-25,Web,Existing Customer - Upgrade,8723
OPP00883646,,ACC000121,Deal 883646,Closed Lost,494555.91,5.0,2023-10-19,2023-02-11,Web,Existing Customer - Downgrade,4718
OPP00663586,,ACC000768,Deal 663586,Qualification,557275.49,15.0,2023-08-28,2023-06-14,Purchased List,Existing Customer - Replacement,12230
OPP00940585,,ACC000543,Deal 940585,Negotiation/Review,359760.73,10.0,2024-01-19,2023-07-16,Other,Existing Customer - Downgrade,8097
OPP00445209,,ACC000775,Deal 445209,Value Proposition,458073.18,10.0,2025-06-23,2024-10-27,Partner Referral,Existing Customer - Replacement,12520
OPP00633156,,ACC000817,Deal 633156,Qualification,502085.79,15.0,2023-02-18,2023-01-09,Purchased List,Existing Customer - Replacement,2134
OPP00341721,,ACC000014,Deal 341721,Prospecting,683972.33,20.0,2023-04-13,2023-03-08,Other,Existing Customer - Replacement,7067
OPP00838415,,ACC000197,Deal 838415,Negotiation/Review,475751.07,10.0,2024-09-01,2024-02-11,Other,Existing Customer - Downgrade,6771
OPP00845838,,ACC000107,Deal 845838,Proposal/Price Quote,640475.16,12.0,2024-01-21,2023-11-06,Web,Existing Customer - Replacement,7064
OPP00438914,,ACC000897,Deal 438914,Prospecting,649200.35,20.0,2023-12-26,2023-04-21,Partner Referral,Existing Customer - Downgrade,4637
OPP00454931,,ACC000175,Deal 454931,Qualification,627486.02,15.0,2024-01-02,2023-05-24,Purchased List,Existing Customer - Upgrade,11911
OPP00332188,,ACC000955,Deal 332188,Perception Analysis,253654.3,8.0,2024-04-23,2024-01-05,Web,New Customer,6206
OPP01028981,,ACC000151,Deal 1028981,Id. Decision Makers,27367.73,8.0,2023-08-28,2023-03-08,Partner Referral,Existing Customer - Downgrade,6854
OPP00652135,,ACC000889,Deal 652135,Value Proposition,673591.84,10.0,2024-01-27,2023-04-13,Other,Existing Customer - Upgrade,2956
OPP00784487,,ACC000741,Deal 784487,Prospecting,855243.74,20.0,2024-04-29,2024-01-08,Phone Inquiry,Existing Customer - Downgrade,13387
OPP00886812,,ACC000349,Deal 886812,Value Proposition,689548.71,10.0,2024-07-23,2023-11-21,Partner Referral,Existing Customer - Replacement,4783
OPP00479067,,ACC000951,Deal 479067,Perception Analysis,145581.25,8.0,2024-08-19,2024-02-11,Phone Inquiry,New Customer,943
OPP00663745,,ACC000481,Deal 663745,Negotiation/Review,634473.15,10.0,2024-12-30,2024-06-04,Other,Existing Customer - Replacement,9510
OPP00694836,,ACC000098,Deal 694836,Proposal/Price Quote,478132.04,12.0,2024-05-12,2023-06-29,Partner Referral,Existing Customer - Replacement,4290
OPP01011521,,ACC000767,Deal 1011521,Prospecting,247854.16,20.0,2025-02-13,2024-02-18,Purchased List,New Customer,7717
OPP00766041,,ACC000817,Deal 766041,Id. Decision Makers,536294.53,8.0,2024-03-18,2023-03-29,Partner Referral,Existing Customer - Downgrade,10121
OPP00439769,,ACC000243,Deal 439769,Closed Lost,14056.92,5.0,2025-02-21,2024-06-30,Partner Referral,Existing Customer - Upgrade,14778
OPP01072844,,ACC000773,Deal 1072844,Prospecting,378205.03,20.0,2024-08-28,2024-06-29,Web,Existing Customer - Downgrade,8137
OPP00807979,,ACC000695,Deal 807979,Needs Analysis,374599.84,12.0,2025-10-16,2024-12-05,Other,New Customer,12113
OPP00959145,,ACC000438,Deal 959145,Id. Decision Makers,183203.77,8.0,2023-12-18,2023-02-25,Web,Existing Customer - Upgrade,9551
OPP00490630,,ACC000082,Deal 490630,Proposal/Price Quote,596190.12,12.0,2024-05-28,2024-03-12,Partner Referral,Existing Customer - Replacement,22990
OPP00877839,,ACC000392,Deal 877839,Qualification,336273.11,15.0,2025-01-12,2024-08-12,Other,New Customer,21209
OPP00574025,,ACC000125,Deal 574025,Needs Analysis,737848.12,12.0,2024-05-15,2024-02-16,Purchased List,New Customer,15014
OPP00449108,,ACC000948,Deal 449108,Qualification,424813.01,15.0,2025-05-03,2024-06-11,Web,Existing Customer - Upgrade,2810
OPP00831974,,ACC000223,Deal 831974,Qualification,61438.37,15.0,2023-08-16,2023-03-26,Phone Inquiry,Existing Customer - Replacement,170
OPP00574712,,ACC000283,Deal 574712,Qualification,768108.23,15.0,2024-06-13,2023-12-14,Web,Existing Customer - Upgrade,15365
OPP00987072,,ACC000257,Deal 987072,Negotiation/Review,74181.61,10.0,2024-08-25,2023-11-04,Other,Existing Customer - Replacement,4365
OPP00455787,,ACC000252,Deal 455787,Perception Analysis,585082.13,8.0,2025-05-04,2024-05-10,Other,Existing Customer - Downgrade,10593
OPP00526749,,ACC000539,Deal 526749,Prospecting,809525.82,20.0,2024-01-19,2023-07-14,Other,Existing Customer - Replacement,11355
OPP00725981,,ACC000497,Deal 725981,Qualification,396566.15,15.0,2024-12-18,2024-10-23,Partner Referral,Existing Customer - Downgrade,13028
OPP00682647,,ACC000157,Deal 682647,Id. Decision Makers,358768.06,8.0,2024-02-19,2023-12-12,Other,Existing Customer - Upgrade,6954
OPP00320770,,ACC000228,Deal 320770,Closed Lost,493543.55,5.0,2025-03-23,2024-07-05,Other,New Customer,23375
OPP00323374,,ACC000375,Deal 323374,Perception Analysis,584636.54,8.0,2023-12-10,2023-07-10,Purchased List,Existing Customer - Upgrade,6284
OPP00509593,,ACC000388,Deal 509593,Needs Analysis,120256.83,12.0,2023-10-17,2023-09-05,Purchased List,Existing Customer - Upgrade,13871
OPP00711547,,ACC000338,Deal 711547,Value Proposition,49481.1,10.0,2024-11-27,2024-10-24,Web,Existing Customer - Upgrade,24121
OPP00658742,,ACC000328,Deal 658742,Prospecting,868969.36,20.0,2024-05-15,2023-07-04,Other,Existing Customer - Downgrade,9785
OPP00960284,,ACC000357,Deal 960284,Prospecting,933664.12,20.0,2023-09-21,2023-03-07,Partner Referral,New Customer,4199
OPP00541583,,ACC000533,Deal 541583,Prospecting,630816.97,20.0,2024-09-20,2024-05-03,Purchased List,Existing Customer - Downgrade,2394
OPP00426890,,ACC000446,Deal 426890,Id. Decision Makers,364643.18,8.0,2024-07-24,2023-12-30,Other,Existing Customer - Upgrade,3123
OPP00886048,,ACC000608,Deal 886048,Proposal/Price Quote,76776.93,12.0,2024-02-29,2023-03-14,Web,New Customer,9126
OPP00779218,,ACC000689,Deal 779218,Qualification,619065.91,15.0,2024-01-07,2023-07-19,Purchased List,New Customer,963
OPP00496300,,ACC000496,Deal 496300,Closed Lost,364285.45,5.0,2023-12-19,2023-03-07,Web,Existing Customer - Downgrade,854
OPP00450418,,ACC000236,Deal 450418,Prospecting,204337.96,20.0,2024-09-01,2023-12-12,Phone Inquiry,New Customer,10908
OPP00396307,,ACC000595,Deal 396307,Prospecting,78030.1,20.0,2024-11-19,2024-09-04,Phone Inquiry,Existing Customer - Upgrade,7696
OPP00898243,,ACC000283,Deal 898243,Negotiation/Review,656278.97,10.0,2023-08-31,2023-05-16,Web,New Customer,7716
OPP00591232,,ACC000161,Deal 591232,Prospecting,714536.86,20.0,2025-02-28,2024-09-02,Purchased List,Existing Customer - Replacement,11610
OPP00314234,,ACC000335,Deal 314234,Prospecting,204018.8,20.0,2024-09-23,2024-07-26,Other,Existing Customer - Replacement,19870
OPP00714572,,ACC000113,Deal 714572,Proposal/Price Quote,345049.48,12.0,2025-03-17,2024-12-31,Other,New Customer,2983
OPP00944605,,ACC000989,Deal 944605,Needs Analysis,193261.18,12.0,2025-09-07,2024-11-16,Phone Inquiry,Existing Customer - Upgrade,176
OPP00859202,,ACC000137,Deal 859202,Needs Analysis,663857.74,12.0,2024-06-30,2024-05-16,Other,Existing Customer - Replacement,8312
OPP00310474,,ACC000605,Deal 310474,Needs Analysis,520485.15,12.0,2023-09-15,2023-06-07,Web,Existing Customer - Replacement,8267
OPP00669323,,ACC000229,Deal 669323,Id. Decision Makers,390009.68,8.0,2024-06-25,2024-03-06,Web,Existing Customer - Replacement,20305
OPP01101604,,ACC000530,Deal 1101604,Prospecting,978596.22,20.0,2025-03-21,2024-04-12,Other,Existing Customer - Upgrade,12483
OPP00424391,,ACC000981,Deal 424391,Needs Analysis,634525.06,12.0,2023-09-27,2023-01-11,Purchased List,Existing Customer - Replacement,4957
OPP00800895,,ACC000735,Deal 800895,Id. Decision Makers,234038.83,8.0,2025-04-01,2024-04-15,Web,Existing Customer - Upgrade,12934
OPP00309771,,ACC000531,Deal 309771,Prospecting,277721.33,20.0,2025-03-02,2024-04-07,Purchased List,New Customer,21996
OPP00939069,,ACC000494,Deal 939069,Proposal/Price Quote,539389.84,12.0,2024-06-07,2024-03-19,Web,Existing Customer - Downgrade,12154
OPP01001761,,ACC000566,Deal 1001761,Prospecting,538844.71,20.0,2023-10-22,2023-06-23,Partner Referral,Existing Customer - Downgrade,2167
OPP00886213,,ACC000042,Deal 886213,Needs Analysis,154569.58,12.0,2024-05-10,2023-09-21,Partner Referral,Existing Customer - Upgrade,1348
OPP01016440,,ACC000432,Deal 1016440,Qualification,817753.76,15.0,2023-06-28,2023-05-04,Other,Existing Customer - Downgrade,9511
OPP00844056,,ACC000699,Deal 844056,Value Proposition,651258.85,10.0,2024-01-14,2023-11-01,Purchased List,Existing Customer - Downgrade,5878
OPP01047193,,ACC000619,Deal 1047193,Closed Lost,173983.5,5.0,2024-04-01,2023-10-22,Other,Existing Customer - Replacement,8530
OPP00884696,,ACC000214,Deal 884696,Qualification,581940.93,15.0,2023-05-05,2023-01-11,Purchased List,Existing Customer - Downgrade,2784
OPP00998084,,ACC000309,Deal 998084,Needs Analysis,67112.44,12.0,2024-12-24,2024-11-09,Purchased List,New Customer,16507
OPP00383507,,ACC000954,Deal 383507,Prospecting,575016.43,20.0,2025-06-08,2024-10-07,Web,Existing Customer - Upgrade,16150
OPP00804058,,ACC000520,Deal 804058,Qualification,661978.0,15.0,2023-10-17,2023-02-24,Web,New Customer,5558
OPP00990122,,ACC000452,Deal 990122,Qualification,958719.24,15.0,2024-04-20,2024-01-27,Other,Existing Customer - Downgrade,15339
OPP00532626,,ACC000227,Deal 532626,Prospecting,758559.44,20.0,2024-02-20,2023-07-17,Web,New Customer,2162
OPP01010320,,ACC000969,Deal 1010320,Prospecting,574860.07,20.0,2023-07-02,2023-01-05,Web,New Customer,1469
OPP00498533,,ACC000185,Deal 498533,Prospecting,656039.34,20.0,2025-02-01,2024-12-29,Web,Existing Customer - Replacement,20796
OPP00621321,,ACC000731,Deal 621321,Prospecting,180163.27,20.0,2025-06-16,2024-09-19,Other,Existing Customer - Downgrade,23274
OPP00908332,,ACC000939,Deal 908332,Qualification,805916.68,15.0,2023-12-14,2023-05-25,Other,Existing Customer - Replacement,8691
OPP00434287,,ACC000304,Deal 434287,Qualification,690402.63,15.0,2024-09-20,2024-06-09,Purchased List,New Customer,14187
OPP00425223,,ACC000776,Deal 425223,Needs Analysis,333556.45,12.0,2023-09-27,2023-04-29,Partner Referral,Existing Customer - Replacement,2324
OPP00580399,,ACC000815,Deal 580399,Proposal/Price Quote,356671.55,12.0,2024-07-17,2024-04-05,Web,Existing Customer - Upgrade,8533
OPP00923876,,ACC000929,Deal 923876,Needs Analysis,503988.12,12.0,2024-04-05,2023-09-04,Partner Referral,New Customer,3829
OPP00483499,,ACC000062,Deal 483499,Id. Decision Makers,363704.04,8.0,2024-09-12,2024-03-31,Other,Existing Customer - Downgrade,10266
OPP01003027,,ACC000334,Deal 1003027,Prospecting,349512.6,20.0,2024-09-23,2024-07-14,Other,New Customer,1448
OPP00590585,,ACC000471,Deal 590585,Value Proposition,378199.06,10.0,2024-12-20,2024-06-10,Other,New Customer,4191
OPP01106829,,ACC000953,Deal 1106829,Perception Analysis,520504.9,8.0,2024-12-31,2024-03-22,Purchased List,Existing Customer - Replacement,16359
OPP00500240,,ACC000894,Deal 500240,Closed Lost,231935.39,5.0,2025-06-11,2024-10-25,Purchased List,Existing Customer - Downgrade,28564
OPP00936555,,ACC000062,Deal 936555,Proposal/Price Quote,66146.96,12.0,2024-07-23,2024-03-29,Web,Existing Customer - Upgrade,9208
OPP00703124,,ACC000246,Deal 703124,Needs Analysis,415074.83,12.0,2024-12-19,2024-01-13,Other,New Customer,11816
OPP00613729,,ACC000176,Deal 613729,Qualification,406161.55,15.0,2023-02-20,2023-01-13,Phone Inquiry,Existing Customer - Replacement,7047
OPP01043470,,ACC000412,Deal 1043470,Prospecting,271912.8,20.0,2023-12-17,2023-08-23,Other,Existing Customer - Downgrade,9271
OPP00729228,,ACC000950,Deal 729228,Prospecting,53233.57,20.0,2025-01-14,2024-12-02,Web,Existing Customer - Replacement,29583
OPP00508201,,ACC000481,Deal 508201,Value Proposition,339858.58,10.0,2023-08-19,2023-04-25,Partner Referral,Existing Customer - Downgrade,4313
OPP00408528,,ACC000060,Deal 408528,Id. Decision Makers,671442.3,8.0,2023-11-03,2023-05-17,Web,Existing Customer - Upgrade,10043
OPP00870328,,ACC000330,Deal 870328,Negotiation/Review,74033.9,10.0,2024-09-23,2024-08-13,Web,Existing Customer - Replacement,27184
OPP00955993,,ACC000889,Deal 955993,Value Proposition,399205.99,10.0,2025-06-05,2024-10-15,Purchased List,Existing Customer - Downgrade,24955
OPP00332036,,ACC000082,Deal 332036,Prospecting,123124.85,20.0,2023-10-21,2023-01-15,Web,Existing Customer - Replacement,4322
OPP00346603,,ACC000431,Deal 346603,Prospecting,725969.8,20.0,2024-01-28,2023-08-31,Partner Referral,New Customer,10257
OPP00568579,,ACC000104,Deal 568579,Perception Analysis,158142.96,8.0,2024-07-29,2024-04-15,Partner Referral,Existing Customer - Downgrade,14280
OPP00386249,,ACC000179,Deal 386249,Qualification,643145.99,15.0,2025-01-28,2024-05-14,Web,Existing Customer - Upgrade,5407
OPP00495834,,ACC000305,Deal 495834,Negotiation/Review,499793.44,10.0,2025-02-17,2024-04-18,Phone Inquiry,Existing Customer - Downgrade,10340
OPP00452325,,ACC000635,Deal 452325,Qualification,755073.27,15.0,2025-03-06,2024-12-27,Web,Existing Customer - Downgrade,32211
OPP00654941,,ACC000933,Deal 654941,Perception Analysis,190951.52,8.0,2024-05-05,2023-12-28,Phone Inquiry,Existing Customer - Downgrade,4957
OPP00394247,,ACC000487,Deal 394247,Negotiation/Review,319258.93,10.0,2024-04-11,2024-02-29,Phone Inquiry,Existing Customer - Downgrade,18209
OPP01044040,,ACC000865,Deal 1044040,Prospecting,347765.29,20.0,2023-11-04,2023-09-12,Phone Inquiry,Existing Customer - Upgrade,14418
OPP00897235,,ACC000277,Deal 897235,Proposal/Price Quote,536470.45,12.0,2024-02-01,2023-05-22,Web,Existing Customer - Replacement,872
OPP01023991,,ACC000979,Deal 1023991,Perception Analysis,181631.77,8.0,2025-11-19,2024-12-07,Phone Inquiry,Existing Customer - Replacement,6191
